Unnamed: 0,index,user_id,emoji_sentence,char_count,cluster,sentence,gender_labels,sentiment_labels,emotion_labels,age_labels,stance_labels,is_duplicate,predicted_emojis,predicted_sentence,gender_logits,sentiment_logits,emotion_logits,age_logits,stance_logits,real_emojis
4580,16219,4af74b36dc90314b653fdc2fd571a4af,#Inauguration even the choir want to be in Scotland 😎,53,8,#Inauguration even the choir want to be in Scotland ,male,positive,happiness,teen,none,False,🏴󠁧󠁢󠁳󠁣󠁴󠁿 🎶 😂,#Inauguration even the choir want to be in Scotland  🏴󠁧󠁢󠁳󠁣󠁴󠁿 🎶 😂,female,positive,happiness,teen,none,😎
4581,8314,414838fe6c4d2d03ba30f2f901c1152e,What the fuck is Navas doing there. 😂,37,8,What the fuck is Navas doing there. ,male,negative,happiness,teen,none,False,😱🤔👀,What the fuck is Navas doing there.  😱🤔👀,male,negative,surprise,teen,none,😂
4582,3771,4ce3cf070ba70902302a0c9ef0bbfbd2,whens the sesh 😂,16,8,whens the sesh ,male,neutral,happiness,teen,none,False,🍺🕰️👊,whens the sesh  🍺🕰️👊,male,neutral,happiness,teen,none,😂
4583,15601,45a7d5087490347e7cc2ac49a50be840,FA Cup was always more prestigious anyway 😀,43,8,FA Cup was always more prestigious anyway ,male,positive,happiness,adult,favor,False,⚽️🏆😏,FA Cup was always more prestigious anyway  ⚽️🏆😏,male,positive,happiness,adult,favor,😀
4584,2211,ab4083e7a802687f2b41ef22bb1ae0ed,if I had a car I'd offer to drive ya 😂,38,8,if I had a car I'd offer to drive ya ,male,positive,happiness,teen,none,False,🚗👋🚪,if I had a car I'd offer to drive ya  🚗👋🚪,female,positive,happiness,teen,none,😂
4585,12133,2f6ddc257bccd02cf4098dc73df1827,That's brilliant...It's absolutely not a negative  just a spicy guy with a passion for the game. 👍,98,8,That's brilliant...It's absolutely not a negative  just a spicy guy with a passion for the game. ,male,positive,happiness,teen,favor,True,🔥👍💪,That's brilliant...It's absolutely not a negative  just a spicy guy with a passion for the game.  🔥👍💪,male,positive,happiness,teen,favor,👍
4586,6630,2ff41b5f4fbb9cc440f4fe15fe558a35,Escalated. Quickly.  😂😂😂,24,8,Escalated. Quickly.  ,male,positive,happiness,teen,none,False,⬆️💥😱,Escalated. Quickly.   ⬆️💥😱,female,negative,surprise,teen,none,😂😂😂
4587,1612,c3541676e8506cffc2aac4757b631df,💙 #TB12,7,8, #TB12,male,positive,happiness,teen,favor,False,🏈🐐💪, #TB12 🏈🐐💪,male,positive,happiness,teen,none,💙
4588,11858,2e5fe9612f1ef70d44102b241008b175,Congrats to my boy  getting engaged!! #ohmystag 🎉💍😀,51,8,Congrats to my boy  getting engaged!! #ohmystag ,male,positive,happiness,teen,favor,True,🎉💍👫,Congrats to my boy  getting engaged!! #ohmystag  🎉💍👫,male,positive,happiness,adult,none,🎉💍😀
4589,1635,1c0492c3170fb0f3f2f8ae1e22317c4a,griffiths is mad for it🍀,24,8,griffiths is mad for it,male,positive,happiness,teen,none,True,😂🤯🔥,griffiths is mad for it 😂🤯🔥,male,positive,happiness,teen,none,🍀
4590,4850,5c585a3ca81a5b3d4d5626a17622a883,If there was massive electoral fraud.... shouldn't they have another election? 🤔,80,8,If there was massive electoral fraud.... shouldn't they have another election? ,male,neutral,surprise,adult,none,False,🗳️🤔🔄,If there was massive electoral fraud.... shouldn't they have another election?  🗳️🤔🔄,male,neutral,surprise,adult,none,🤔
4591,1391,7f8617ea09ade35c123c30e9a605cc3b,#RoyalRumble is easily my fave PPV! On the same level as #Wrestlemania for me! 🔥,80,8,#RoyalRumble is easily my fave PPV! On the same level as #Wrestlemania for me! ,male,positive,happiness,teen,favor,False,🤼‍♂️🏆💥,#RoyalRumble is easily my fave PPV! On the same level as #Wrestlemania for me!  🤼‍♂️🏆💥,male,positive,happiness,teen,favor,🔥
4592,14156,9c5732bcfb9742467e0122f1f60ac6f6,Crikey #usa are getting pumped #MosconiCup didn't they invent pool? 😂🎱👊,71,8,Crikey #usa are getting pumped #MosconiCup didn't they invent pool? ,male,neutral,happiness,teen,none,False,🇺🇸🏊‍♂️😂,Crikey #usa are getting pumped #MosconiCup didn't they invent pool?  🇺🇸🏊‍♂️😂,male,neutral,happiness,teen,none,😂🎱👊
4593,3156,116651423c0b022c08ba581620bd0fc0,"I#DeadlineDay Eve. Jim White is getting early nite,things have never been the same since this #peakyellowticker  🍆",114,8,"I#DeadlineDay Eve. Jim White is getting early nite,things have never been the same since this #peakyellowticker  ",male,neutral,surprise,teen,none,True,📺🕰️💻,"I#DeadlineDay Eve. Jim White is getting early nite,things have never been the same since this #peakyellowticker   📺🕰️💻",male,neutral,sadness,teen,none,🍆
4594,10895,22f96d1146643ec8b787b82e6ba684f0,"Yeah, seen the ad tonight for it on tv, will probably record it 👍👍",66,8,"Yeah, seen the ad tonight for it on tv, will probably record it ",male,positive,happiness,adult,favor,True,📺📻📁,"Yeah, seen the ad tonight for it on tv, will probably record it  📺📻📁",male,positive,happiness,adult,none,👍👍
4595,11108,3e46a067f7fd0504e4d8501c884a81d9,Sounds like it's gonna be a very cool new Album. Back to Classic down 'n' dirty Great White sound!🎤🎸👍,101,8,Sounds like it's gonna be a very cool new Album. Back to Classic down 'n' dirty Great White sound!,male,positive,happiness,adult,favor,False,🎸🔥🤘,Sounds like it's gonna be a very cool new Album. Back to Classic down 'n' dirty Great White sound! 🎸🔥🤘,male,positive,happiness,teen,favor,🎤🎸👍
4596,16305,aee1d73d6ef49908218c11174a07a468,Guardiola rocking the Stone Island gear on the touchline😂😂😂,59,8,Guardiola rocking the Stone Island gear on the touchline,male,positive,happiness,teen,none,False,🔵👕🔥,Guardiola rocking the Stone Island gear on the touchline 🔵👕🔥,male,positive,happiness,teen,none,😂😂😂
4597,19361,8af50547370eb5efe64fe477daf545a8,"No doubt,  makes the best content on the internet. Check them out. 🐄🔪",69,8,"No doubt,  makes the best content on the internet. Check them out. ",male,positive,happiness,teen,favor,False,👍📹👀,"No doubt,  makes the best content on the internet. Check them out.  👍📹👀",male,positive,happiness,teen,favor,🐄🔪
4598,20335,7fb5ce2a86f084bc9f8db85fc41aaaeb,I think that could work. Cunning plan 😉,39,8,I think that could work. Cunning plan ,male,positive,happiness,adult,favor,False,🤔💡👍,I think that could work. Cunning plan  🤔💡👍,male,positive,happiness,teen,favor,😉
4599,12123,2f6ddc257bccd02cf4098dc73df1827,That show is too good. 👍,24,8,That show is too good. ,male,positive,happiness,teen,favor,False,👏📺😍,That show is too good.  👏📺😍,female,positive,happiness,teen,favor,👍
4600,11874,2e5fe9612f1ef70d44102b241008b175,happy birthday old sport 😉,26,3,happy birthday old sport ,male,positive,happiness,adult,none,False,🎉🎂👴,happy birthday old sport  🎉🎂👴,male,positive,happiness,adult,none,😉
4601,2655,a4c9b056d5223eab9b1e34bb1aeb128b,Want to know what it has been like living with the OnePlus 3T and rocking it as my daily driver? Find out today 🎥📱💥,115,8,Want to know what it has been like living with the OnePlus 3T and rocking it as my daily driver? Find out today ,male,positive,happiness,adult,none,True,📱📝👍,Want to know what it has been like living with the OnePlus 3T and rocking it as my daily driver? Find out today  📱📝👍,male,positive,happiness,adult,none,🎥📱💥
4602,3671,29d4a8a8a0c9b1a78447043479885af3,1/2 at Brixton Academy done. Bring on tomorrow! 📸,49,8,1/2 at Brixton Academy done. Bring on tomorrow! ,male,positive,happiness,adult,none,False,🎉👏💥,1/2 at Brixton Academy done. Bring on tomorrow!  🎉👏💥,female,positive,happiness,teen,none,📸
4603,8450,88b516f14f520d7b5ce55286b89231c8,Kieran Tierney is a serious player ⚽️,37,8,Kieran Tierney is a serious player ,male,positive,happiness,teen,none,False,🏴️‍☠️💪🔥,Kieran Tierney is a serious player  🏴️‍☠️💪🔥,male,positive,happiness,teen,favor,⚽
4604,1786,79bd874d7a3e04c6d373dc9fdf3565ea,can't believe the chuckle brothers are touring all the night clubs 😂,68,8,can't believe the chuckle brothers are touring all the night clubs ,male,positive,happiness,teen,none,False,🤣🎤🕺,can't believe the chuckle brothers are touring all the night clubs  🤣🎤🕺,male,positive,happiness,teen,none,😂
4605,6513,e951a6cfd36f619c29a40d4cc324753,ayy remeber the flopping title belongs to LeBron James and him only 🏀😅,70,8,ayy remeber the flopping title belongs to LeBron James and him only ,male,neutral,happiness,teen,none,False,🏀👑😂,ayy remeber the flopping title belongs to LeBron James and him only  🏀👑😂,male,neutral,happiness,teen,against,🏀😅
4606,8050,602cb31ed5c04587d0675ae9dbfbe942,best part of  twitter is him replying back to idiots on twitter 😂😂 #ClapBackSeason #clapBack no fucks given ! lol Comedy Gold,125,8,best part of  twitter is him replying back to idiots on twitter  #ClapBackSeason #clapBack no fucks given ! lol Comedy Gold,male,positive,happiness,teen,favor,True,😂👏💁‍♂️,best part of  twitter is him replying back to idiots on twitter  #ClapBackSeason #clapBack no fucks given ! lol Comedy Gold 😂👏💁‍♂️,male,positive,happiness,teen,favor,😂😂
4607,9975,ee7cc681cc1dcb5d3f8821caf1d7a52d,limped off after 26 minutes 🤔,29,8,limped off after 26 minutes ,male,neutral,sadness,teen,none,True,🏥🤕🚑,limped off after 26 minutes  🏥🤕🚑,female,negative,sadness,teen,none,🤔
4608,19911,cb417f3442c44c7d2662f48bca7a8a9d,"Comedy gold. 
Always thought that was the most useless bit of staircase in history 😂",84,8,"Comedy gold. 
Always thought that was the most useless bit of staircase in history ",male,positive,happiness,adult,none,False,🤣🏠😂,"Comedy gold. 
Always thought that was the most useless bit of staircase in history  🤣🏠😂",female,positive,happiness,adult,none,😂
4609,12331,309114662d1e750c3b227c1fdec665b3,"but seriously, I enjoyed what I played, and am looking forward to future releases. Keep up the good work 👍",106,1,"but seriously, I enjoyed what I played, and am looking forward to future releases. Keep up the good work ",male,positive,happiness,adult,favor,False,👍🎮😊,"but seriously, I enjoyed what I played, and am looking forward to future releases. Keep up the good work  👍🎮😊",female,positive,happiness,teen,favor,👍
4610,5057,884bb8cc43fba545ba3fbaeb08543320,⚡️ “Barnaby Joyce has a fairly simple solution to housing affordability”,72,8, “Barnaby Joyce has a fairly simple solution to housing affordability”,male,neutral,surprise,adult,none,False,🏠🤔💸, “Barnaby Joyce has a fairly simple solution to housing affordability” 🏠🤔💸,female,neutral,surprise,adult,none,⚡
4611,9785,17869472c3c23b1bddb60c4b11a9aa79,no problem at all will do 👌🏻,28,8,no problem at all will do ,male,positive,happiness,teen,none,False,👍💯😊,no problem at all will do  👍💯😊,female,positive,happiness,teen,none,👌🏻
4612,17935,e6d22c357ef2b5986851d13a018a66d1,Pure Class was President Obama 👍,32,8,Pure Class was President Obama ,male,positive,happiness,adult,favor,False,🙌👏💯,Pure Class was President Obama  🙌👏💯,female,positive,happiness,teen,favor,👍
4613,7048,d8942fe6ecbeb6f361d272a61fe1e007,"The commitment, growing facial hair for my character 😏😒 #actorsLife",67,8,"The commitment, growing facial hair for my character  #actorsLife",male,neutral,surprise,adult,none,False,🎬🧔🔥,"The commitment, growing facial hair for my character  #actorsLife 🎬🧔🔥",male,positive,happiness,adult,none,😏😒
4614,11935,df95838440b099ee2a96b85f267ea55f,Bayern play their first competitive game after a month of break and in less then 4 weeks they will play   🤔#WinterBreak,119,8,Bayern play their first competitive game after a month of break and in less then 4 weeks they will play   #WinterBreak,male,neutral,surprise,adult,none,False,⏰❄️🏃‍♂️,Bayern play their first competitive game after a month of break and in less then 4 weeks they will play   #WinterBreak ⏰❄️🏃‍♂️,male,neutral,surprise,adult,none,🤔
4615,17604,1faa7b2ff978e5cf1f2348573afd007,One went on to become the best forward in the world. One was a flopp and the other one plays for West Ham 😜,107,8,One went on to become the best forward in the world. One was a flopp and the other one plays for West Ham ,male,negative,happiness,teen,none,False,⚽️🤦‍♂️⚒️,One went on to become the best forward in the world. One was a flopp and the other one plays for West Ham  ⚽️🤦‍♂️⚒️,male,negative,disgust,teen,none,😜
4616,16434,df30a585dd013fc6fcc4ae8073c5037f,Pram Fam 👨‍👨‍👧‍👧 @ West Chester East High School,48,8,Pram Fam  @ West Chester East High School,male,neutral,surprise,teen,none,False,🏫🚸👶,Pram Fam  @ West Chester East High School 🏫🚸👶,female,neutral,surprise,teen,none,👨👨👧👧
4617,2396,87177193d69a78a5734724a12a4292aa,Reece's🔞,8,8,Reece's,male,neutral,surprise,teen,none,True,🍫👍😋,Reece's 🍫👍😋,male,positive,happiness,child,favor,🔞
4618,14093,719d7dad1dc38fb9847a4f6e15743dc8,Golden Globe nominations: Mel Gibson resurrected as Scorsese snubbed | Peter Bradshaw  #SingStreet #GoldenGlobes 🤓📽🇮🇪,117,8,Golden Globe nominations: Mel Gibson resurrected as Scorsese snubbed | Peter Bradshaw  #SingStreet #GoldenGlobes ,male,neutral,surprise,adult,none,False,🏆🎬😮,Golden Globe nominations: Mel Gibson resurrected as Scorsese snubbed | Peter Bradshaw  #SingStreet #GoldenGlobes  🏆🎬😮,male,neutral,surprise,adult,none,🤓📽🇮🇪
4619,1074,4126461bc6a46c73ce8e6afc7656353a,super smooth for me. I’d already been through the process with eWay so it wasn’t anything new. Nice work. 👍,107,8,super smooth for me. I’d already been through the process with eWay so it wasn’t anything new. Nice work. ,male,positive,happiness,adult,favor,False,👍💼😊,super smooth for me. I’d already been through the process with eWay so it wasn’t anything new. Nice work.  👍💼😊,female,positive,happiness,adult,favor,👍
4620,7079,3dea744aef12e2a843eae2430cc62ebc,rup call me mr twitter famous moving to the Maldives now next week 😍,68,8,rup call me mr twitter famous moving to the Maldives now next week ,male,positive,happiness,teen,none,True,🏖️📈👋,rup call me mr twitter famous moving to the Maldives now next week  🏖️📈👋,male,positive,happiness,teen,none,😍
4621,8451,88b516f14f520d7b5ce55286b89231c8,About to watch my 5th game of the weekend with another 2 at least left. What a weekend ⚽️,89,8,About to watch my 5th game of the weekend with another 2 at least left. What a weekend ,male,positive,happiness,teen,none,True,🏈📺😴,About to watch my 5th game of the weekend with another 2 at least left. What a weekend  🏈📺😴,male,positive,happiness,teen,none,⚽
4622,10758,c09e7c3c110b03f4511f803fea23c5cc,Sean maguire recovered them that horror  tackle quick anyway 👍,62,8,Sean maguire recovered them that horror  tackle quick anyway ,male,positive,happiness,teen,favor,False,🏈😬💪,Sean maguire recovered them that horror  tackle quick anyway  🏈😬💪,male,neutral,fear,teen,none,👍
4623,7937,c3ef7893b1dae0ad9602f8f166e78a,Phillips 👌 on the buzzer!,25,8,Phillips  on the buzzer!,male,positive,happiness,teen,none,False,🏀🚨💥,Phillips  on the buzzer! 🏀🚨💥,male,positive,happiness,teen,none,👌
4624,1088,d3a8e4f3abef92a998cd6387e171c583,balls....pardon my French 😜,27,8,balls....pardon my French ,male,neutral,happiness,teen,none,False,🏀🏈⚽️,balls....pardon my French  🏀🏈⚽️,male,neutral,surprise,teen,none,😜
4625,11117,3e46a067f7fd0504e4d8501c884a81d9,"Gday Michael, wishing you a Happy New Year. Have a great one and look forward watching CNN Today from here in Sydney in 2017!👍",126,8,"Gday Michael, wishing you a Happy New Year. Have a great one and look forward watching CNN Today from here in Sydney in 2017!",male,positive,happiness,adult,none,False,🎉📺🇦🇺,"Gday Michael, wishing you a Happy New Year. Have a great one and look forward watching CNN Today from here in Sydney in 2017! 🎉📺🇦🇺",female,positive,happiness,adult,none,👍
