Unnamed: 0,index,user_id,emoji_sentence,char_count,cluster,sentence,gender_labels,sentiment_labels,emotion_labels,age_labels,stance_labels,is_duplicate,gender_labels_using_sentence,sentiment_labels_using_sentence,emotion_labels_using_sentence,age_labels_using_sentence,stance_labels_using_sentence,random_sentence,gender_labels_using_random_sentence,sentiment_labels_using_random_sentence,emotion_labels_using_random_sentence,age_labels_using_random_sentence,stance_labels_using_random_sentence,real_emojis,random_emojis
4149,13881,973ea0c41f50f5ce0f0944ea6fd8c7e3,Thanks BSC - I used this doc as a benchmark for annual planning - was v helpful 👨🏼‍💻,84,8,Thanks BSC - I used this doc as a benchmark for annual planning - was v helpful ,male,positive,happiness,adult,favor,False,female,positive,happiness,adult,favor,Thanks BSC - I used this doc as a benchmark for annual planning - was v helpful  🎯🎓😑,female,positive,happiness,adult,favor,👨🏼💻,🎯🎓😑
4150,483,6ebc199052c3ea317603da5587012b79,did a fuck ready to leave it 😂,30,8,did a fuck ready to leave it ,male,neutral,happiness,teen,none,True,male,negative,anger,teen,none,did a fuck ready to leave it  🐸⬇️🤑,male,negative,happiness,teen,none,😂,🐸🤑
4151,5381,2e1f99fde765e57d9e6a620faae4c60,Great result for our lads against  today! ⚽️ Another good workout in Pre-Season,79,8,Great result for our lads against  today!  Another good workout in Pre-Season,male,positive,happiness,adult,none,True,male,positive,happiness,adult,none,Great result for our lads against  today!  Another good workout in Pre-Season 💗🌀🦀,female,positive,happiness,teen,none,⚽,💗🌀🦀
4152,6123,e3f9ae4abc8b89c28ba9691748cf0370,mucho respeto for  for making #rcnz5 happen 👊,45,8,mucho respeto for  for making #rcnz5 happen ,male,positive,happiness,teen,favor,False,male,positive,happiness,adult,favor,mucho respeto for  for making #rcnz5 happen  🐸💊🐦,female,positive,happiness,teen,favor,👊,🐸💊🐦
4153,4139,9f902fa517164ac3a443d84f01c18174,Was going to watch Leeds game but  seem to have the rain filter on the screen🤔🤔🤔🤔,81,8,Was going to watch Leeds game but  seem to have the rain filter on the screen,male,neutral,surprise,adult,none,False,male,neutral,disgust,adult,none,Was going to watch Leeds game but  seem to have the rain filter on the screen 🧸⛱️🐙,female,neutral,sadness,teen,none,🤔🤔🤔🤔,🧸⛱🐙
4154,17445,2f708279e86903d38b076e895ac60b0a,#Fast4 🎾🎾💨💨 Get behind team Australia! 🇦🇺,41,8,#Fast4  Get behind team Australia! ,male,positive,happiness,teen,favor,False,male,positive,happiness,teen,favor,#Fast4  Get behind team Australia!  🎊🔝💏,female,positive,happiness,teen,favor,🎾🎾💨💨🇦🇺,🎊🔝💏
4155,1616,c3541676e8506cffc2aac4757b631df,That's how it's fucking done! 98 yards... Nbd 😎 #Patriots,57,8,That's how it's fucking done! 98 yards... Nbd  #Patriots,male,positive,happiness,teen,favor,False,male,positive,happiness,teen,favor,That's how it's fucking done! 98 yards... Nbd  #Patriots 🐻🌅🍌,male,positive,happiness,teen,none,😎,🐻🌅🍌
4156,11484,26fcf9d360026684d62a074be0e073e4,😂😂 I am the leader of ze reich,30,8, I am the leader of ze reich,male,negative,surprise,teen,none,False,male,negative,anger,teen,none, I am the leader of ze reich 💄💜🙉,female,neutral,surprise,teen,none,😂😂,💄💜🙉
4157,7274,62ef5d4ba440d45d778453586198b406,SNES bomberman was played to death at my old student flat 👍,59,8,SNES bomberman was played to death at my old student flat ,male,positive,happiness,adult,none,True,male,neutral,happiness,adult,none,SNES bomberman was played to death at my old student flat  🌮❗🆘,male,neutral,happiness,adult,none,👍,🌮❗
4158,3054,d70d7bdb57655bbfecb91e2755a1093d,"they're in the pub! Had the place to myself for the afternoon, so they can't even blame me! 😂",93,2,"they're in the pub! Had the place to myself for the afternoon, so they can't even blame me! ",male,positive,happiness,adult,none,False,male,positive,happiness,adult,none,"they're in the pub! Had the place to myself for the afternoon, so they can't even blame me!  😿🐈🥃",female,neutral,sadness,adult,none,😂,😿🐈🥃
4159,3962,9205abef75d0e20e13399e9501eb71ca,"The 5 hottest days in Jan 2017 (rounded up or down)
SYDNEY 39,38,38,37,37
MELBOURNE 38,37,37,35,33
WESTERN SYDNEY 45,45,44,44,42
🥓🥓🥓🥓🥓🥓🥓🥓🥓",138,8,"The 5 hottest days in Jan 2017 (rounded up or down)
SYDNEY 39,38,38,37,37
MELBOURNE 38,37,37,35,33
WESTERN SYDNEY 45,45,44,44,42
",male,neutral,surprise,adult,none,True,male,neutral,surprise,adult,none,"The 5 hottest days in Jan 2017 (rounded up or down)
SYDNEY 39,38,38,37,37
MELBOURNE 38,37,37,35,33
WESTERN SYDNEY 45,45,44,44,42
 ⛳🐠👂",male,neutral,surprise,adult,none,🥓🥓🥓🥓🥓🥓🥓🥓🥓,⛳🐠👂
4160,12775,1a7f466cc7d86a5ff6fe5e0915061d14,"Muscle snatch triple
According to instagram I haven't lifted in 2 months 👀👀👀",76,8,"Muscle snatch triple
According to instagram I haven't lifted in 2 months ",male,neutral,surprise,adult,none,False,male,neutral,surprise,adult,none,"Muscle snatch triple
According to instagram I haven't lifted in 2 months  🕳️😰🐕",male,negative,sadness,teen,none,👀👀👀,🕳😰🐕
4161,8272,faa8551a9a79dd89e085e4ea97a6eb51,#POTUS played his trump card for America's environmental future . 👍,67,8,#POTUS played his trump card for America's environmental future . ,male,positive,happiness,adult,favor,True,male,positive,surprise,adult,favor,#POTUS played his trump card for America's environmental future .  🌷🥞💢,female,positive,surprise,adult,favor,👍,🌷🥞💢
4162,10373,40da800ee39ba54a1b1537038b3ba590,watch the scrum half. He looks like he's saying where did my pack go? They were here a second ago 😆,99,8,watch the scrum half. He looks like he's saying where did my pack go? They were here a second ago ,male,positive,happiness,teen,none,True,male,neutral,surprise,adult,none,watch the scrum half. He looks like he's saying where did my pack go? They were here a second ago  🌠🚿🐒,male,neutral,surprise,teen,none,😆,🌠🚿🐒
4163,19904,cb417f3442c44c7d2662f48bca7a8a9d,For those who love the beautiful game ⚽️⚽️⚽️,44,8,For those who love the beautiful game ,male,positive,happiness,teen,none,True,female,positive,happiness,adult,none,For those who love the beautiful game  🍟👻🐖,female,neutral,happiness,teen,none,⚽⚽⚽,🍟👻🐖
4164,4418,41011b5a7687b962e41f41fb5ef67de,Thanks to Billy and  for picking up our bandcamp link! 😎😎😎,58,8,Thanks to Billy and  for picking up our bandcamp link! ,male,positive,happiness,teen,none,False,male,positive,happiness,adult,none,Thanks to Billy and  for picking up our bandcamp link!  🍴🇮🇳😮,female,positive,happiness,teen,none,😎😎😎,🍴🇮🇳😮
4165,13958,d3b1f96215e162f98e7d874b88f61f07,#Adelaide set for a Christmas and Boxing Day scorcher! 40 degrees on both days ☀️,81,8,#Adelaide set for a Christmas and Boxing Day scorcher! 40 degrees on both days ,male,positive,happiness,adult,none,False,male,neutral,surprise,adult,none,#Adelaide set for a Christmas and Boxing Day scorcher! 40 degrees on both days  💚🧡🧘,female,positive,happiness,adult,none,☀,💚🧡🧘
4166,13934,627432faa86eaae9658b8bf97cb0cb76,Bruh it's SO cold ❄️😳,21,8,Bruh it's SO cold ,male,negative,surprise,teen,none,True,male,negative,disgust,teen,none,Bruh it's SO cold  🧠☎️😢,male,negative,sadness,teen,none,❄😳,🧠☎😢
4167,9039,899575bd00f6bd431b6676e0b28c8e7d,"""Kelly, Mattis and Tillerson presented a united front.  Flynn...partially sided with the Cabinet officials"".  Hmmm🤔",115,8,"""Kelly, Mattis and Tillerson presented a united front.  Flynn...partially sided with the Cabinet officials"".  Hmmm",male,neutral,surprise,adult,none,True,male,neutral,surprise,adult,none,"""Kelly, Mattis and Tillerson presented a united front.  Flynn...partially sided with the Cabinet officials"".  Hmmm 🌽🙂🎂",male,neutral,surprise,adult,none,🤔,🌽🙂🎂
4168,2242,555987209b88912750f5e434ecda13f8,Time to stretch this summer out a tiny bit more. Off to Bermuda for the Classics. ✈️🏉🍺📽,87,8,Time to stretch this summer out a tiny bit more. Off to Bermuda for the Classics. ,male,positive,happiness,adult,none,False,female,positive,happiness,adult,none,Time to stretch this summer out a tiny bit more. Off to Bermuda for the Classics.  🛐🍟👠,female,positive,happiness,adult,none,✈🏉🍺📽,🛐🍟👠
4169,20723,669c32c8d091db12df6725fbc9cdb148,away!!!! Most fun we have all year 🍺,36,8,away!!!! Most fun we have all year ,male,positive,happiness,teen,none,False,female,positive,happiness,teen,none,away!!!! Most fun we have all year  🗑️👧👻,female,positive,happiness,child,none,🍺,🗑👧👻
4170,13952,55dac622843197c191042bd18ac4373f,shame how things have gone recently. Big win Tuesday wud change perspective again. Another defeat tho? 4 in a row at home. 😱,124,8,shame how things have gone recently. Big win Tuesday wud change perspective again. Another defeat tho? 4 in a row at home. ,male,negative,sadness,teen,none,False,male,negative,sadness,adult,none,shame how things have gone recently. Big win Tuesday wud change perspective again. Another defeat tho? 4 in a row at home.  🐖⛽🌛,male,negative,sadness,adult,none,😱,🐖⛽🌛
4171,1649,1c0492c3170fb0f3f2f8ae1e22317c4a,drinking the confiscated booze I'd imagine 🍻,44,8,drinking the confiscated booze I'd imagine ,male,positive,happiness,teen,none,False,male,neutral,happiness,teen,none,drinking the confiscated booze I'd imagine  ☔🏁😂,male,positive,happiness,teen,none,🍻,☔🏁😂
4172,10787,f60a39e34f0e71ef87a37dce9cc6a451,"just send K-Rud over, he'll smooth things out 😜",47,8,"just send K-Rud over, he'll smooth things out ",male,positive,happiness,teen,none,False,male,positive,happiness,teen,none,"just send K-Rud over, he'll smooth things out  💔✅🌏",male,neutral,sadness,teen,none,😜,💔✅🌏
4173,3987,22f527af5bdb880197e3403b375ecbca,. THANK YOU for being the only toy company to give #ThunderCats fans a full set of the main 'Cats. 👌,100,8,. THANK YOU for being the only toy company to give #ThunderCats fans a full set of the main 'Cats. ,male,positive,happiness,adult,favor,False,female,positive,happiness,adult,favor,. THANK YOU for being the only toy company to give #ThunderCats fans a full set of the main 'Cats.  🤜🏡🍭,female,positive,happiness,teen,favor,👌,🤜🏡🍭
4174,17347,8341012a71f20b455fb1865ae0b6c35a,⚡️ “Donald Trump sits down with 60 Minutes”  Well done!,55,8, “Donald Trump sits down with 60 Minutes”  Well done!,male,positive,happiness,adult,favor,False,male,positive,happiness,adult,favor, “Donald Trump sits down with 60 Minutes”  Well done! 😲🍴👠,female,positive,surprise,teen,favor,⚡,😲🍴👠
4175,16316,aee1d73d6ef49908218c11174a07a468,"🙈🙈🙈🙈🙈
RT : Saints on top here, need to take advantage on the scoresheet though",78,8,"
RT : Saints on top here, need to take advantage on the scoresheet though",male,neutral,surprise,teen,none,False,male,neutral,surprise,teen,none,"
RT : Saints on top here, need to take advantage on the scoresheet though 🏅📚🤞",female,neutral,happiness,teen,none,🙈🙈🙈🙈🙈,🏅📚🤞
4176,19559,892869497d488e8cd53acb6a93db0341,"Lined up two more welly.js meetups, I’m on 🔥",44,8,"Lined up two more welly.js meetups, I’m on ",male,positive,happiness,adult,none,False,male,positive,happiness,adult,none,"Lined up two more welly.js meetups, I’m on  🧀🚗🎆",female,positive,happiness,teen,none,🔥,🧀🚗🎆
4177,11137,3e46a067f7fd0504e4d8501c884a81d9,"Hey Dee, wishing you and your family a very Merry Christmas from Australia. Will be playing a few Twisted Christmas tracks here!🎄",129,8,"Hey Dee, wishing you and your family a very Merry Christmas from Australia. Will be playing a few Twisted Christmas tracks here!",male,positive,happiness,adult,none,False,male,positive,happiness,adult,none,"Hey Dee, wishing you and your family a very Merry Christmas from Australia. Will be playing a few Twisted Christmas tracks here! 🔵⚫👮",male,positive,happiness,adult,none,🎄,🔵⚫👮
4178,18636,a6407c1beeebe00e408f2203824b8cd,"Love it! Moved over to the over side of the office, now I have full views of the departures from my desk!✈️ #geek",113,8,"Love it! Moved over to the over side of the office, now I have full views of the departures from my desk! #geek",male,positive,happiness,adult,favor,False,male,positive,happiness,adult,favor,"Love it! Moved over to the over side of the office, now I have full views of the departures from my desk! #geek 👌📞🐣",male,positive,happiness,adult,none,✈,👌📞🐣
4179,7249,23f7018e4342fddc2f0f48cb2215886d,Happy birthday to my brother  &amp; fellow gloveman    #KeepersUnion  ⚽️,72,3,Happy birthday to my brother  &amp; fellow gloveman    #KeepersUnion  ,male,positive,happiness,teen,none,False,male,positive,happiness,teen,none,Happy birthday to my brother  &amp; fellow gloveman    #KeepersUnion   😣😷💃,female,negative,happiness,teen,none,⚽,😣😷💃
4180,16835,58691026a4bd0487f6f51b367f4fa3ed,📷 Message from The National,27,8, Message from The National,male,neutral,surprise,adult,none,False,male,neutral,surprise,adult,none, Message from The National 🎤▶️😚,female,positive,happiness,teen,none,📷,🎤😚
4181,14882,4885a719790f8b5b61233a512bf5030e,You little bloody ripper  💯 #AustraliaDay #straya,49,8,You little bloody ripper   #AustraliaDay #straya,male,positive,happiness,teen,none,True,male,positive,happiness,teen,none,You little bloody ripper   #AustraliaDay #straya 📩🙊🍬,male,positive,happiness,teen,none,💯,📩🙊🍬
4182,4730,a6511a34391fb48ec11cbc262020e41c,Well done  kept the little sh-t behind all the way 😂🏁👍 #MexicanGP #loveredbullracing,84,8,Well done  kept the little sh-t behind all the way  #MexicanGP #loveredbullracing,male,positive,happiness,teen,favor,True,male,negative,anger,teen,favor,Well done  kept the little sh-t behind all the way  #MexicanGP #loveredbullracing 🍜🤙1️⃣,male,positive,happiness,teen,favor,😂🏁👍,🍜🤙
4183,16268,2ba2e1d21879d11b0e9c2fa725ba9444,NYSE early March. Idea to IPO in less than 7 years. Nice. 👍🏿,60,8,NYSE early March. Idea to IPO in less than 7 years. Nice. ,male,positive,happiness,adult,favor,False,male,positive,happiness,adult,none,NYSE early March. Idea to IPO in less than 7 years. Nice.  🌶️☎️😷,male,positive,happiness,adult,none,👍🏿,🌶☎😷
4184,9800,17869472c3c23b1bddb60c4b11a9aa79,congratulations buddy 👌🏻👍🏻,26,8,congratulations buddy ,male,positive,happiness,teen,none,False,male,positive,happiness,child,none,congratulations buddy  💞🍁🕯️,female,positive,happiness,teen,none,👌🏻👍🏻,💞🍁🕯
4185,12647,4447497201f23ab23c3fc5723aacd58d,DILIGENT RESEARCHER 😂 #NintendoSwitchPresentation,49,8,DILIGENT RESEARCHER  #NintendoSwitchPresentation,male,neutral,happiness,adult,none,False,male,neutral,happiness,adult,none,DILIGENT RESEARCHER  #NintendoSwitchPresentation 🙁2️⃣💖,female,positive,sadness,teen,none,😂,🙁💖
4186,8773,ab043279ce6b8df80f197cabfa60dfd7,Unreal stats from  - what a monster! The average wattage for 11sec is 🔥,71,8,Unreal stats from  - what a monster! The average wattage for 11sec is ,male,positive,happiness,teen,favor,True,male,positive,happiness,teen,none,Unreal stats from  - what a monster! The average wattage for 11sec is  🎇😂🎈,male,positive,happiness,teen,none,🔥,🎇😂🎈
4187,1227,bb0d179a3ea8ef2b04d0925f38728eee,I really need to speak to my kiddo... 🙄🤦🏽‍♂️,44,8,I really need to speak to my kiddo... ,male,negative,sadness,adult,none,False,female,neutral,sadness,adult,none,I really need to speak to my kiddo...  🔞💸🖤,female,neutral,sadness,adult,none,🙄🤦🏽♂,🔞💸🖤
4188,3948,dd0ef138312924a37668cd0a0b2674a5,Night all 👌💪,12,8,Night all ,male,positive,happiness,teen,none,True,female,neutral,neutral,teen,none,Night all  👌🐾🎶,female,positive,happiness,child,none,👌💪,👌🐾🎶
4189,2325,15fc02557607c70a0b45172f73f5e0c8,Dublins beast steak tonight with the gang in  🐮👌🏻,49,8,Dublins beast steak tonight with the gang in  ,male,positive,happiness,teen,none,False,male,positive,happiness,teen,none,Dublins beast steak tonight with the gang in   🚀⁉️🐿️,male,positive,happiness,teen,none,🐮👌🏻,🚀🐿
